YEAR,BRAND,MAKE,TRIM,PRICE,MILES,SHIP,PAGE,ENTRY
2018,CHEVROLET,CRUZE,LS,"15,000","5,043 miles",Free Shipping,5,7
2017,TOYOTA,RAV4,XLE,"21,300","20,390 miles",Free Shipping,5,8
2017,BMW,X3,XDrive28i,"26,300","22,008 miles",Free Shipping,5,9
2015,NISSAN,LEAF,SV,"13,600","32,378 miles",Free Shipping,5,10
2017,TOYOTA,RAV4,XLE,"19,900","25,537 miles",Free Shipping,5,11
2016,BUICK,ENCORE,Encore,"15,800","18,698 miles",Free Shipping,5,12
2017,KIA,SPORTAGE,LX,"15,900","25,233 miles",Shipping: $300,5,13
2016,BUICK,ENCORE,Convenience,"15,000","25,832 miles",Free Shipping,5,14
2018,CHEVROLET,EQUINOX,LT,"18,600","29,167 miles",Free Shipping,5,15
2017,CHEVROLET,SPARK,LS,"11,900","18,728 miles",Free Shipping,5,16
2018,FORD,ESCAPE,SE,"13,900","66,870 miles",Free Shipping,5,17
2017,JEEP,PATRIOT,Latitude,"16,400","39,097 miles",Free Shipping,5,18
2012,BUICK,LACROSSE,Premium I,"15,900","16,528 miles",Shipping: $200,5,19
2017,VOLKSWAGEN,TIGUAN,2.0T Sport 4Motion,"19,900","22,393 miles",Free Shipping,5,20
2018,CHEVROLET,EQUINOX,LT,"18,400","18,484 miles",Free Shipping,6,1
2017,JEEP,GRAND CHEROKEE,Laredo E,"24,500","19,733 miles",Free Shipping,6,2
2016,KIA,OPTIMA,EX,"17,000","30,698 miles",Free Shipping,6,3
2017,TOYOTA,RAV4,XLE,"20,900","25,171 miles",Free Shipping,6,4
2016,BUICK,ENCORE,Encore,"14,900","20,222 miles",Free Shipping,6,5
2018,JEEP,GRAND CHEROKEE,Laredo,"26,900","19,253 miles",Free Shipping,6,6
2017,NISSAN,ROGUE,SV (2017.5),"17,700","32,516 miles",Shipping: $200,6,7
2017,FORD,FUSION ENERGI,Plug-In Hybrid SE Luxury,"16,400","37,602 miles",Free Shipping,6,8
2016,BUICK,ENCORE,Encore,"14,800","39,448 miles",Free Shipping,6,9
2017,JEEP,GRAND CHEROKEE,Laredo E,"22,900","35,885 miles",Free Shipping,6,10
2012,RAM,2500 CREW CAB,Laramie 6 1/3 Ft,"41,900","46,280 miles",Free Shipping,6,11
2017,HYUNDAI,ELANTRA,SE,"13,500","22,551 miles",Free Shipping,6,12
2018,JEEP,COMPASS,Limited,"21,700","15,170 miles",Free Shipping,6,13
2018,BUICK,ENCORE,Preferred,"17,400","9,323 miles",Free Shipping,6,14
2017,BMW,X3,XDrive35i,"26,600","50,960 miles",Free Shipping,6,15
2018,CHEVROLET,EQUINOX,LS,"17,800","28,028 miles",Free Shipping,6,16
2017,KIA,SORENTO,EX,"20,900","42,178 miles",Shipping: $300,6,17
2018,KIA,SPORTAGE,LX,"17,600","6,010 miles",Shipping: $300,6,18
2016,KIA,OPTIMA,EX,"15,700","37,994 miles",Free Shipping,6,19
2013,GMC,SIERRA 1500 CREW ...,SLT 5 3/4 Ft,"24,400","84,657 miles",Free Shipping,6,20
2017,CHEVROLET,MALIBU,LT,"15,900","26,069 miles",Free Shipping,7,1
2017,CHEVROLET,MALIBU,LT,"15,300","39,952 miles",Free Shipping,7,2
2017,FORD,ESCAPE,Titanium,"18,800","34,084 miles",Free Shipping,7,3
2017,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition 4M...,"17,600","27,102 miles",Free Shipping,7,4
2017,NISSAN,ROGUE,S,"16,300","30,992 miles",Free Shipping,7,5
2018,CHEVROLET,EQUINOX,LT,"17,900","19,244 miles",Free Shipping,7,6
2016,BUICK,ENCORE,Encore,"15,300","19,996 miles",Free Shipping,7,7
2017,JEEP,PATRIOT,High Altitude Edition,"16,400","41,302 miles",Free Shipping,7,8
2017,BUICK,ENVISION,Preferred,"20,700","12,113 miles",Free Shipping,7,9
2016,CHEVROLET,EQUINOX,LT,"14,900","45,854 miles",Free Shipping,7,10
2017,CHEVROLET,EQUINOX,LS,"17,300","15,719 miles",Free Shipping,7,11
2017,CHEVROLET,TRAX,LS,"14,400","37,481 miles",Free Shipping,7,12
2018,DODGE,JOURNEY,GT,"20,000","29,986 miles",Free Shipping,7,13
2017,KIA,NIRO,LX,"18,300","23,620 miles",Shipping: $300,7,14
2017,VOLKSWAGEN,JETTA,1.4T S,"14,000","16,770 miles",Free Shipping,7,15
2016,KIA,SORENTO,LX,"16,600","34,515 miles",Free Shipping,7,16
2018,DODGE,JOURNEY,SE,"14,300","47,526 miles",Free Shipping,7,17
2016,CHEVROLET,SPARK EV,2LT,"11,300","27,831 miles",Free Shipping,7,18
2018,JEEP,GRAND CHEROKEE,Laredo,"25,000","35,070 miles",Shipping: $200,7,19
2017,CHEVROLET,EQUINOX,LT,"17,000","32,435 miles",Free Shipping,7,20
2017,FORD,ESCAPE,Titanium,"20,900","26,155 miles",Free Shipping,8,1
2018,KIA,FORTE,LX,"14,400","12,221 miles",Free Shipping,8,2
2018,KIA,SOUL,+,"13,900","40,416 miles",Free Shipping,8,3
2017,CHEVROLET,EQUINOX,Premier,"19,800","42,022 miles",Free Shipping,8,4
2017,JEEP,PATRIOT,Latitude,"16,000","30,952 miles",Free Shipping,8,5
2018,FORD,ESCAPE,S,"17,000","8,824 miles",Shipping: $200,8,6
2017,KIA,FORTE5,LX,"14,000","7,651 miles",Free Shipping,8,7
2016,BMW,5 SERIES,528i XDrive,"20,300","54,359 miles",Free Shipping,8,8
2017,KIA,SOUL,+,"14,400","32,762 miles",Shipping: $300,8,9
2016,KIA,OPTIMA,LX,"13,900","31,672 miles",Shipping: $300,8,10
2017,JEEP,GRAND CHEROKEE,Laredo,"22,900","34,797 miles",Free Shipping,8,11
2015,JEEP,CHEROKEE,Latitude,"14,500","73,940 miles",Shipping: $200,8,12
2018,CHEVROLET,TRAX,LT,"16,300","11,644 miles",Free Shipping,8,13
2017,JEEP,PATRIOT,High Altitude Edition,"16,900","31,695 miles",Free Shipping,8,14
2016,BUICK,ENCORE,Sport Touring,"14,900","27,415 miles",Free Shipping,8,15
2017,BUICK,ENCORE,Preferred,"15,500","27,664 miles",Shipping: $200,8,16
2015,JEEP,GRAND CHEROKEE,Limited,"22,400","47,206 miles",Free Shipping,8,17
2017,HYUNDAI,TUCSON,Sport,"17,700","33,503 miles",Free Shipping,8,18
2017,GMC,TERRAIN,SLE-1,"16,200","33,516 miles",Free Shipping,8,19
2016,CHEVROLET,TRAX,LS,"14,200","15,064 miles",Free Shipping,8,20
2018,HONDA,FIT,EX,"17,500","17,892 miles",Shipping: $200,9,1
2017,KIA,SORENTO,Limited-SXL,"22,600","54,132 miles",Shipping: $300,9,2
2017,BMW,X3,XDrive28i,"28,500","17,513 miles",Free Shipping,9,3
2017,GMC,TERRAIN,SLE-2,"18,800","34,093 miles",Free Shipping,9,4
2016,INFINITI,Q50,3.0t Premium,"20,900","31,258 miles",Free Shipping,9,5
2017,JEEP,CHEROKEE,Latitude,"19,400","20,471 miles",Free Shipping,9,6
2017,TOYOTA,RAV4,LE,"17,900","36,023 miles",Free Shipping,9,7
2018,JEEP,COMPASS,Latitude,"20,700","8,957 miles",Free Shipping,9,8
2018,CHEVROLET,CRUZE,LS,"12,800","39,200 miles",Shipping: $300,9,9
2017,NISSAN,SENTRA,S,"14,500","6,198 miles",Free Shipping,9,10
2012,MINI,CLUBMAN,Cooper S,"12,600","50,396 miles",Free Shipping,9,11
2018,FORD,EDGE,Titanium,"20,300","42,081 miles",Shipping: $300,9,12
2017,DODGE,DURANGO,SXT,"21,800","57,063 miles",Free Shipping,9,13
2018,DODGE,JOURNEY,SE,"16,900","6,455 miles",Shipping: $200,9,14
2019,HYUNDAI,ELANTRA,SE,"15,900","7,602 miles",Shipping: $300,9,15
2017,HYUNDAI,TUCSON,SE,"15,900","27,274 miles",Shipping: $200,9,16
2017,CHEVROLET,EQUINOX,LT,"17,300","26,586 miles",Free Shipping,9,17
2017,HYUNDAI,ELANTRA,SE Value Edition,"14,300","33,540 miles",Shipping: $200,9,18
2017,NISSAN,ROGUE,SV,"17,900","32,758 miles",Shipping: $200,9,19
2017,CADILLAC,XT5,Luxury,"26,300","29,402 miles",Shipping: $300,9,20
2013,FORD,EXPLORER,XLT,"17,500","89,406 miles",Free Shipping,10,1
2017,BUICK,ENCORE,Preferred II,"16,500","21,482 miles",Free Shipping,10,2
2017,KIA,FORTE,LX,"12,400","40,722 miles",Free Shipping,10,3
2013,BUICK,ENCLAVE,Leather,"16,900","83,866 miles",Free Shipping,10,4
2018,CHEVROLET,MALIBU,LT,"17,700","16,997 miles",Free Shipping,10,5
2017,SUBARU,OUTBACK,2.5i,"20,600","49,914 miles",Free Shipping,10,6
2018,DODGE,JOURNEY,SE,"17,800",17 miles,Shipping: $300,10,7
2017,JEEP,PATRIOT,High Altitude Edition,"16,700","35,779 miles",Free Shipping,10,8
2018,JEEP,COMPASS,Limited,"19,900","28,510 miles",Free Shipping,10,9
2018,JEEP,COMPASS,Limited,"21,700","12,500 miles",Free Shipping,10,10
2017,JEEP,GRAND CHEROKEE,Laredo,"20,900","38,696 miles",Shipping: $300,10,11
2018,CHEVROLET,EQUINOX,LT,"16,000","46,875 miles",Shipping: $200,10,12
2018,BUICK,ENCORE,Essence,"17,700","18,883 miles",Free Shipping,10,13
2017,JEEP,CHEROKEE,High Altitude,"18,300","30,730 miles",Free Shipping,10,14
2017,JEEP,PATRIOT,Latitude,"16,600","13,836 miles",Free Shipping,10,15
2018,DODGE,JOURNEY,SE,"16,500","14,988 miles",Shipping: $300,10,16
2016,JEEP,GRAND CHEROKEE,Laredo,"19,800","42,893 miles",Free Shipping,10,17
2018,CHEVROLET,EQUINOX,LS,"18,500","20,107 miles",Free Shipping,10,18
2017,FORD,FUSION,SE,"16,100","24,108 miles",Free Shipping,10,19
2017,NISSAN,ROGUE,S,"16,400","25,380 miles",Free Shipping,10,20
2017,FORD,ESCAPE,Titanium,"20,200","14,627 miles",Free Shipping,11,1
2018,CHEVROLET,CRUZE,LT,"14,900","14,026 miles",Free Shipping,11,2
2014,MAZDA,CX-5,Grand Touring,"17,400","55,311 miles",Shipping: $300,11,3
2017,CHEVROLET,TRAX,LS,"14,700","16,091 miles",Free Shipping,11,4
2017,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,"18,000","25,373 miles",Free Shipping,11,5
2017,HYUNDAI,ELANTRA,SE,"14,500","4,309 miles",Free Shipping,11,6
2017,CHEVROLET,EQUINOX,LS,"17,500","15,337 miles",Free Shipping,11,7
2017,FORD,ESCAPE,SE,"17,000","19,903 miles",Shipping: $200,11,8
2017,CHEVROLET,EQUINOX,LS,"15,300","41,712 miles",Shipping: $200,11,9
2018,FORD,ECOSPORT,Titanium,"18,500","18,964 miles",Free Shipping,11,10
2019,MERCEDES-BEN...,GLC,GLC 300,"39,500","5,194 miles",Shipping: $300,11,11
2017,FORD,ESCAPE,SE,"16,400","31,559 miles",Free Shipping,11,12
2018,CHEVROLET,EQUINOX,LT,"18,600","23,251 miles",Free Shipping,11,13
2016,LEXUS,IS,IS 300,"21,000","54,089 miles",Free Shipping,11,14
2017,CHEVROLET,EQUINOX,LT,"17,700","30,633 miles",Free Shipping,11,15
2018,DODGE,JOURNEY,GT,"20,500","20,917 miles",Free Shipping,11,16
2018,CHEVROLET,TRAX,LT,"15,600","18,339 miles",Free Shipping,11,17
2017,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition 4M...,"18,100","29,822 miles",Free Shipping,11,18
2017,JEEP,PATRIOT,High Altitude Edition,"16,100","43,485 miles",Free Shipping,11,19
2015,CHEVROLET,SILVERADO 1500 DO...,Z71 LT 6 1/2 Ft,"23,600","56,614 miles",Free Shipping,11,20
2017,JEEP,GRAND CHEROKEE,Limited,"25,700","36,085 miles",Free Shipping,12,1
2018,FORD,ESCAPE,SE,"18,000","14,847 miles",Shipping: $200,12,2
2017,HYUNDAI,ELANTRA,SE,"15,500","17,240 miles",Shipping: $200,12,3
2017,JEEP,COMPASS,High Altitude Edition,"16,400","35,201 miles",Free Shipping,12,4
2017,HYUNDAI,SANTA FE SPORT,2.0T Ultimate,"21,900","36,476 miles",Free Shipping,12,5
2017,CHEVROLET,CRUZE,LS,"13,300","28,566 miles",Free Shipping,12,6
2017,JEEP,COMPASS,High Altitude Edition,"15,900","29,954 miles",Free Shipping,12,7
2018,JEEP,COMPASS,Limited,"21,300","19,850 miles",Free Shipping,12,8
2017,JEEP,WRANGLER UNLIMITE...,Sport,"25,600","39,413 miles",Free Shipping,12,9
2017,KIA,SORENTO,LX,"17,300","42,526 miles",Free Shipping,12,10
2017,CADILLAC,XT5,Luxury,"26,100","42,952 miles",Free Shipping,12,11
2018,DODGE,JOURNEY,GT,"18,600","19,070 miles",Free Shipping,12,12
2017,BUICK,ENCORE,Preferred,"16,200","15,022 miles",Shipping: $200,12,13
2017,CHEVROLET,EQUINOX,LT,"18,000","37,590 miles",Free Shipping,12,14
2014,BMW,4 SERIES,428i,"23,600","45,363 miles",Free Shipping,12,15
2018,MITSUBISHI,ECLIPSE CROSS,LE,"18,200","13,796 miles",Free Shipping,12,16
2017,CHEVROLET,EQUINOX,Premier,"21,800","11,996 miles",Free Shipping,12,17
2017,CHEVROLET,MALIBU,LS,"14,100","42,814 miles",Shipping: $200,12,18
2017,CHEVROLET,CRUZE,LT,"13,700","51,911 miles",Free Shipping,12,19
2018,DODGE,JOURNEY,SE,"17,100","9,782 miles",Free Shipping,12,20
2017,ACURA,MDX,MDX,"31,900","56,785 miles",Shipping: $200,13,1
2017,BUICK,ENVISION,Essence,"21,800","36,088 miles",Free Shipping,13,2
2017,CADILLAC,XT5,Luxury,"26,900","33,523 miles",Free Shipping,13,3
2017,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,"17,000","33,672 miles",Free Shipping,13,4
2014,FORD,FOCUS,SE,"12,300","32,174 miles",Shipping: $300,13,5
2016,FORD,EDGE,Titanium,"21,400","47,953 miles",Shipping: $200,13,6
2017,KIA,SORENTO,LX,"19,100","18,562 miles",Free Shipping,13,7
2015,NISSAN,ALTIMA,2.5 S,"13,600","33,932 miles",Shipping: $300,13,8
2017,BUICK,ENCORE,Preferred,"16,400","14,420 miles",Free Shipping,13,9
2017,FORD,ESCAPE,Titanium,"19,100","43,423 miles",Free Shipping,13,10
2017,VOLKSWAGEN,JETTA,1.4T SE,"15,200","25,168 miles",Free Shipping,13,11
2016,HONDA,ACCORD,Touring,"21,300","44,028 miles",Free Shipping,13,12
2017,HYUNDAI,SONATA,Sonata,"14,900","19,622 miles",Free Shipping,13,13
2013,BUICK,LACROSSE,Leather,"14,500","48,115 miles",Free Shipping,13,14
2017,JEEP,WRANGLER UNLIMITE...,Sport,"23,900","55,345 miles",Free Shipping,13,15
2018,NISSAN,ALTIMA,2.5 S,"16,000","34,215 miles",Free Shipping,13,16
2018,DODGE,JOURNEY,GT,"21,800","18,783 miles",Free Shipping,13,17
2017,JEEP,GRAND CHEROKEE,Altitude,"28,900","18,110 miles",Free Shipping,13,18
2017,JEEP,RENEGADE,Limited,"19,300","21,255 miles",Free Shipping,13,19
2013,CHEVROLET,CAMARO,LT,"17,700","28,014 miles",Free Shipping,13,20
2017,CADILLAC,XT5,Luxury,"25,800","34,319 miles",Free Shipping,14,1
2016,BUICK,ENCORE,Leather,"16,700","28,724 miles",Free Shipping,14,2
2017,CHEVROLET,TRAX,LT,"15,500","21,154 miles",Free Shipping,14,3
2017,HYUNDAI,ELANTRA,SE,"13,500","23,668 miles",Shipping: $200,14,4
2016,MAZDA,CX-5,Sport,"17,500","23,543 miles",Free Shipping,14,5
2019,TOYOTA,RAV4,XLE,"23,300","24,426 miles",Free Shipping,14,6
2019,HYUNDAI,VELOSTER,Turbo Ultimate,"24,400","6,760 miles",Free Shipping,14,7
2018,BUICK,ENCORE,Preferred,"17,800","17,226 miles",Free Shipping,14,8
2017,CHEVROLET,CRUZE,LT,"14,600","23,163 miles",Free Shipping,14,9
2017,CHEVROLET,EQUINOX,LT,"18,000","33,571 miles",Free Shipping,14,10
2016,CHEVROLET,TRAX,LT,"15,200","24,598 miles",Free Shipping,14,11
2011,TOYOTA,CAMRY,XLE,"15,300","50,697 miles",Shipping: $200,14,12
2016,TOYOTA,COROLLA,LE,"13,600","50,556 miles",Shipping: $200,14,13
2018,CHEVROLET,EQUINOX,LT,"16,200","45,415 miles",Free Shipping,14,14
2015,GMC,SIERRA 1500 CREW ...,SLT 5 3/4 Ft,"31,000","33,237 miles",Free Shipping,14,15
2017,KIA,SOUL,+,"13,300","55,808 miles",Shipping: $300,14,16
2017,FORD,ESCAPE,SE,"16,300","26,428 miles",Free Shipping,14,17
2017,FORD,ESCAPE,SE,"17,500","30,096 miles",Free Shipping,14,18
2017,CHEVROLET,EQUINOX,LT,"18,600","27,777 miles",Free Shipping,14,19
2017,CHEVROLET,CRUZE,LT,"15,300","10,702 miles",Free Shipping,14,20
2017,JEEP,CHEROKEE,Latitude,"18,700","33,580 miles",Free Shipping,15,1
2015,LEXUS,RX,RX 450h,"28,900","48,222 miles",Free Shipping,15,2
2017,KIA,SORENTO,LX,"17,000","28,587 miles",Free Shipping,15,3
2017,VOLKSWAGEN,JETTA,1.4T S,"13,400","28,247 miles",Free Shipping,15,4
2017,INFINITI,Q50,Red Sport 400,"29,500","40,047 miles",Free Shipping,15,5
2017,DODGE,JOURNEY,GT,"20,500","13,656 miles",Free Shipping,15,6
2018,CHRYSLER,PACIFICA,Limited,"25,400","45,998 miles",Free Shipping,15,7
2017,JEEP,GRAND CHEROKEE,Laredo,"22,600","39,310 miles",Shipping: $200,15,8
2018,HYUNDAI,SANTA FE SPORT,Santa Fe Sport,"16,600","34,021 miles",Shipping: $300,15,9
2018,NISSAN,VERSA,S Plus,"12,200","32,132 miles",Free Shipping,15,10
2016,NISSAN,ROGUE,SL,"19,600","20,263 miles",Shipping: $300,15,11
2017,HYUNDAI,SONATA,Sonata,"14,600","25,123 miles",Free Shipping,15,12
2017,CHEVROLET,EQUINOX,LT,"18,200","14,837 miles",Free Shipping,15,13
2011,INFINITI,FX,FX35,"16,700","103,255 miles",Free Shipping,15,14
2018,NISSAN,ALTIMA,2.5 S,"15,900","20,329 miles",Free Shipping,15,15
2014,JEEP,WRANGLER,Unlimited Sahara,"31,600","8,015 miles",Free Shipping,15,16
2014,HYUNDAI,GENESIS,3.8,"16,400","35,913 miles",Shipping: $300,15,17
2017,VOLKSWAGEN,TIGUAN,2.0T S,"16,500","16,940 miles",Free Shipping,15,18
2018,NISSAN,SENTRA,SV,"12,700","39,322 miles",Shipping: $200,15,19
2018,HYUNDAI,KONA,Limited,"18,600","43,491 miles",Free Shipping,15,20
2017,GMC,ACADIA,SLE-2,"21,100","33,903 miles",Shipping: $200,16,1
2017,CHEVROLET,EQUINOX,LT,"17,000","27,057 miles",Free Shipping,16,2
2017,BUICK,REGAL,Premium II,"19,700","7,029 miles",Free Shipping,16,3
2017,BUICK,ENVISION,Essence,"21,400","23,218 miles",Shipping: $200,16,4
2017,KIA,SORENTO,LX,"16,400","34,643 miles",Shipping: $200,16,5
2018,NISSAN,VERSA,SV,"12,000","38,519 miles",Free Shipping,16,6
2017,KIA,SORENTO,L,"16,500","34,506 miles",Free Shipping,16,7
2017,BMW,7 SERIES,750i,"49,900","10,304 miles",Free Shipping,16,8
2019,KIA,FORTE,LXS,"15,900","16,209 miles",Free Shipping,16,9
2019,KIA,SORENTO,LX,"22,100","12,931 miles",Free Shipping,16,10
2019,KIA,SORENTO,LX,"22,200","11,607 miles",Free Shipping,16,11
2017,CHEVROLET,TRAX,LS,"15,000","11,877 miles",Free Shipping,16,12
2014,HONDA,ACCORD,Sport,"17,900","24,256 miles",Free Shipping,16,13
2018,MITSUBISHI,ECLIPSE CROSS,SE,"19,400","5,068 miles",Shipping: $300,16,14
2015,NISSAN,LEAF,S,"11,800","43,346 miles",Shipping: $300,16,15
2017,CHEVROLET,EQUINOX,LS,"15,000","48,049 miles",Free Shipping,16,16
2019,KIA,FORTE,LXS,"16,200","12,244 miles",Free Shipping,16,17
2014,CHEVROLET,CORVETTE,Stingray Z51,"32,900","67,726 miles",Shipping: $200,16,18
2014,CHEVROLET,IMPALA,LT,"16,600","33,889 miles",Free Shipping,16,19
2017,CHEVROLET,CRUZE,LT,"14,900","26,642 miles",Free Shipping,16,20
2017,JEEP,CHEROKEE,Latitude,"16,400","67,118 miles",Shipping: $200,17,1
2017,KIA,FORTE,LX,"12,900","30,776 miles",Free Shipping,17,2
2012,TOYOTA,HIGHLANDER,SE,"17,100","102,863 miles",Shipping: $200,17,3
2013,MINI,ROADSTER,Cooper S,"16,300","23,014 miles",Free Shipping,17,4
2018,JEEP,COMPASS,Limited,"22,800","8,298 miles",Free Shipping,17,5
2017,INFINITI,QX60,3.5,"24,900","46,358 miles",Shipping: $300,17,6
2017,JEEP,GRAND CHEROKEE,Laredo,"23,200","33,319 miles",Free Shipping,17,7
2018,JEEP,COMPASS,Limited,"21,200","19,471 miles",Free Shipping,17,8
2018,CHEVROLET,EQUINOX,LT,"17,700","25,342 miles",Free Shipping,17,9
2017,CADILLAC,XT5,Luxury,"26,600","36,707 miles",Free Shipping,17,10
2017,CADILLAC,XT5,Luxury,"26,900","20,912 miles",Free Shipping,17,11
2017,CADILLAC,XT5,Luxury,"26,400","32,013 miles",Free Shipping,17,12
2018,JEEP,CHEROKEE,Latitude,"17,100","31,701 miles",Free Shipping,17,13
2014,VOLKSWAGEN,PASSAT,TDI SE,"14,600","27,445 miles",Free Shipping,17,14
2017,JEEP,GRAND CHEROKEE,Laredo E,"22,200","26,114 miles",Shipping: $200,17,15
2017,CHEVROLET,TRAVERSE,LT,"20,700","36,169 miles",Free Shipping,17,16
2017,FORD,ESCAPE,SE,"16,300","31,552 miles",Free Shipping,17,17
2017,KIA,SPORTAGE,LX,"16,900","8,032 miles",Free Shipping,17,18
2017,BUICK,ENVISION,Preferred,"18,900","32,152 miles",Free Shipping,17,19
2017,CADILLAC,XT5,Luxury,"25,600","34,651 miles",Free Shipping,17,20
2017,INFINITI,QX60,3.5,"25,800","49,111 miles",Shipping: $300,18,1
2017,FORD,FUSION,SE,"14,600","45,585 miles",Free Shipping,18,2
2017,FORD,ESCAPE,Titanium,"19,800","20,340 miles",Free Shipping,18,3
2017,SUBARU,CROSSTREK,2.0i Premium,"21,600","22,155 miles",Free Shipping,18,4
2017,VOLKSWAGEN,GOLF GTI,S Hatchback,"18,400","29,418 miles",Free Shipping,18,5
2017,KIA,SPORTAGE,LX,"17,100","26,759 miles",Free Shipping,18,6
2017,FORD,ESCAPE,SE,"15,400","43,061 miles",Free Shipping,18,7
2017,VOLKSWAGEN,JETTA,1.4T S,"13,400","29,294 miles",Free Shipping,18,8
2013,HYUNDAI,SANTA FE SPORT,2.0T,"15,800","53,763 miles",Free Shipping,18,9
2017,BUICK,ENCORE,Preferred,"15,700","22,668 miles",Free Shipping,18,10
2017,DODGE,JOURNEY,GT,"19,600","21,595 miles",Free Shipping,18,11
2018,DODGE,JOURNEY,SE,"17,800","8,832 miles",Shipping: $200,18,12
2017,CHEVROLET,EQUINOX,LT,"17,100","26,105 miles",Free Shipping,18,13
2018,CHEVROLET,EQUINOX,LT,"18,500","17,424 miles",Free Shipping,18,14
2017,KIA,SPORTAGE,LX,"16,700","30,307 miles",Free Shipping,18,15
2017,INFINITI,QX80,QX80,"40,900","30,944 miles",Free Shipping,18,16
2016,FORD,FOCUS,SE,"13,100","25,821 miles",Free Shipping,18,17
2017,JEEP,GRAND CHEROKEE,Laredo,"24,700","19,437 miles",Free Shipping,18,18
2017,KIA,FORTE,S,"13,400","21,662 miles",Free Shipping,18,19
2017,BUICK,ENVISION,Essence,"19,400","41,776 miles",Free Shipping,18,20
2017,CHEVROLET,CRUZE,LT,"14,300","31,214 miles",Free Shipping,19,1
2017,VOLKSWAGEN,TIGUAN,2.0T Wolfsburg Edition 4M...,"18,000","30,016 miles",Free Shipping,19,2
2016,MAZDA,CX-5,Touring,"18,400","31,210 miles",Free Shipping,19,3
2017,KIA,SORENTO,LX,"17,000","44,792 miles",Free Shipping,19,4
2015,HYUNDAI,SANTA FE,GLS,"16,200","57,991 miles",Free Shipping,19,5
2017,BUICK,ENCORE,Essence,"19,200","21,075 miles",Free Shipping,19,6
2018,FORD,FUSION,SE,"14,400","46,691 miles",Free Shipping,19,7
2017,CHEVROLET,EQUINOX,Premier,"22,100","17,897 miles",Free Shipping,19,8
2018,FORD,EDGE,SEL,"17,200","71,262 miles",Free Shipping,19,9
2018,CHEVROLET,EQUINOX,LT,"18,100","19,642 miles",Free Shipping,19,10
2017,BUICK,ENCORE,Preferred,"16,600","13,222 miles",Shipping: $200,19,11
2018,HYUNDAI,TUCSON,SEL,"15,300","48,140 miles",Free Shipping,19,12
2017,CHEVROLET,EQUINOX,LT,"18,200","32,731 miles",Free Shipping,19,13
2017,CHEVROLET,CRUZE,LT,"15,700","8,367 miles",Free Shipping,19,14
2017,BUICK,ENCORE,Preferred,"16,500","12,654 miles",Free Shipping,19,15
2017,JEEP,PATRIOT,High Altitude Edition,"17,000","30,449 miles",Free Shipping,19,16
2018,JEEP,GRAND CHEROKEE,Laredo,"26,500","23,508 miles",Free Shipping,19,17
2018,CHEVROLET,EQUINOX,LT,"18,000","24,442 miles",Free Shipping,19,18
2017,VOLKSWAGEN,JETTA,1.4T S,"13,400","28,139 miles",Free Shipping,19,19
2018,CHEVROLET,TRAX,LT,"15,800","17,360 miles",Free Shipping,19,20
2017,CHEVROLET,TRAVERSE,LT,"21,300","29,833 miles",Free Shipping,20,1
2017,JEEP,COMPASS,All New Limited,"22,400","10,437 miles",Free Shipping,20,2
2014,INFINITI,Q50,3.7 Premium,"20,800","30,919 miles",Free Shipping,20,3
2017,HYUNDAI,SONATA,Limited,"15,900","41,316 miles",Free Shipping,20,4
2014,GMC,ACADIA,Denali,"20,700","75,715 miles",Shipping: $200,20,5
2016,ACURA,RDX,RDX,"20,500","71,082 miles",Free Shipping,20,6
2016,BMW,2 SERIES,228i,"23,800","20,315 miles",Free Shipping,20,7
2018,JEEP,COMPASS,Limited,"21,900","13,623 miles",Free Shipping,20,8
2017,BUICK,ENCORE,Sport Touring,"17,900","30,153 miles",Free Shipping,20,9
2015,JEEP,WRANGLER,Unlimited Sport,"26,100","42,508 miles",Free Shipping,20,10
2017,JEEP,GRAND CHEROKEE,Laredo,"24,200","23,047 miles",Free Shipping,20,11
2017,JEEP,PATRIOT,High Altitude Edition,"17,700","23,145 miles",Free Shipping,20,12
2017,HYUNDAI,ELANTRA,SE,"14,100","11,779 miles",Shipping: $300,20,13
2012,HONDA,ACCORD,LX,"12,900","60,484 miles",Shipping: $200,20,14
2016,BMW,2 SERIES,M235i,"26,300","32,232 miles",Free Shipping,20,15
2018,NISSAN,SENTRA,S,"12,500","46,865 miles",Shipping: $300,20,16
2017,VOLKSWAGEN,JETTA,1.4T S,"14,000","15,786 miles",Free Shipping,20,17
2017,VOLKSWAGEN,JETTA,1.4T S,"13,300","30,204 miles",Free Shipping,20,18
2017,FORD,FUSION,SE,"16,100","13,105 miles",Free Shipping,20,19
2017,KIA,SPORTAGE,LX,"16,100","21,928 miles",Free Shipping,20,20
2014,HYUNDAI,ELANTRA,SE,"11,900","55,370 miles",Shipping: $300,21,1
2019,JEEP,CHEROKEE,Limited,"27,000","9,511 miles",Free Shipping,21,2
2016,HYUNDAI,TUCSON,SE,"16,600","8,458 miles",Free Shipping,21,3
2017,JEEP,GRAND CHEROKEE,Laredo,"27,900","26,649 miles",Free Shipping,21,4
2017,FORD,ESCAPE,SE,"16,100","44,699 miles",Shipping: $300,21,5
